ticker,name,sector,date,drop_magnitude,close_price,volume_ratio,prior_volatility_20d,dist_from_52w_low,market_also_dropped,forward_return_5d
HEROMOTOCO.NS,Hero MotoCorp,Auto,2022-03-07,-4.8717,1916.05,1.4499,2.7955,0.0,True,6.5129
HINDUNILVR.NS,Hindustan Unilever,FMCG,2022-03-07,-3.741,1811.67,1.6138,1.6857,0.0,True,5.9338
BAJAJFINSV.NS,Bajaj Finserv,Finance,2022-03-07,-6.2609,1434.44,1.2264,2.6824,58.726,True,9.0815
BAJFINANCE.NS,Bajaj Finance,Finance,2022-03-07,-6.3155,600.95,2.1215,2.9486,36.9519,True,8.8237
ICICIBANK.NS,ICICI Bank,Banking,2022-03-07,-4.9851,634.15,1.6753,2.4434,21.7462,True,6.4857
SBILIFE.NS,SBI Life Insurance,Insurance,2022-03-07,-2.6907,1019.39,0.5025,2.4244,19.4098,True,3.9654
ADANIENT.NS,Adani Enterprises,Conglomerate,2022-03-07,-3.1548,1561.26,0.9671,3.1952,83.7999,True,11.0003
HDFCBANK.NS,HDFC Bank,Banking,2022-03-07,-3.0516,630.12,1.7302,2.2587,0.0,True,8.8881
SHRIRAMFIN.NS,Shriram Finance,Finance,2022-03-07,-6.2296,188.93,0.8628,3.6515,0.0,True,10.1741
EICHERMOT.NS,Eicher Motors,Auto,2022-03-07,-3.4028,2167.77,2.1047,2.2232,0.0,True,2.3853
LT.NS,Larsen & Toubro,Capital Goods,2022-03-07,-4.5159,1553.38,2.5953,2.1595,26.1361,True,6.8708
RELIANCE.NS,Reliance Industries,Energy,2022-03-07,-3.698,1019.02,1.3436,2.0684,18.2104,True,8.0061
INDUSINDBK.NS,IndusInd Bank,Banking,2022-03-07,-7.4842,809.76,1.5523,3.23,0.783,True,8.7728
BPCL.NS,Bharat Petroleum,Energy,2022-03-07,-2.9711,139.88,1.777,2.3218,1.4863,True,6.4053
SBIN.NS,State Bank of India,Banking,2022-03-07,-4.6867,402.76,1.4818,2.4218,35.127,True,10.1862
MARUTI.NS,Maruti Suzuki,Auto,2022-03-07,-6.599,6529.08,2.4705,2.9767,5.5232,True,8.0912
TRENT.NS,Trent Limited,Retail,2022-03-07,-2.8527,1059.86,0.6379,2.4333,51.4263,True,9.6692
ULTRACEMCO.NS,UltraTech Cement,Cement,2022-03-07,-5.8212,5571.24,2.1578,2.5342,0.0,True,5.9283
HINDALCO.NS,Hindalco Industries,Metals,2022-03-08,-4.8084,573.28,1.3621,3.2411,89.1819,False,-5.1191
ONGC.NS,Oil & Natural Gas Corp,Energy,2022-03-08,-4.199,139.51,2.2333,3.8438,94.4069,False,-8.5706
COALINDIA.NS,Coal India,Energy,2022-03-10,-4.1254,132.18,1.3094,3.8263,60.9142,False,-1.3411
BEL.NS,Bharat Electronics,Defence,2022-03-10,-2.5624,68.57,1.5357,2.7491,84.2632,False,-3.391
COALINDIA.NS,Coal India,Energy,2022-03-15,-4.1309,127.71,0.597,3.893,55.474,True,5.8705
HINDALCO.NS,Hindalco Industries,Metals,2022-03-15,-5.2556,543.93,0.8644,3.3074,79.4976,True,8.7003
JSWSTEEL.NS,JSW Steel,Metals,2022-03-15,-3.5647,612.86,1.0303,3.0207,61.2098,True,9.8651
BPCL.NS,Bharat Petroleum,Energy,2022-03-15,-2.5998,144.97,0.948,2.5575,5.1794,True,4.6532
TATASTEEL.NS,Tata Steel,Metals,2022-03-15,-4.8766,108.59,0.9089,3.4197,79.4763,True,7.8825
ONGC.NS,Oil & Natural Gas Corp,Energy,2022-03-15,-4.6857,127.56,1.1406,3.9143,77.745,True,7.2367
KOTAKBANK.NS,Kotak Mahindra Bank,Banking,2022-03-15,-3.0748,345.48,1.383,2.14,5.6627,True,2.0764
INFY.NS,Infosys,IT,2022-03-15,-2.7186,1651.15,0.8909,1.7805,42.4813,True,1.7996
GRASIM.NS,Grasim Industries,Cement,2022-03-21,-3.1114,1533.55,1.0591,2.6343,23.5356,False,2.6442
ASIANPAINT.NS,Asian Paints,Consumer,2022-03-21,-2.8964,2933.2,0.5493,2.8941,30.1249,False,-0.6008
SHRIRAMFIN.NS,Shriram Finance,Finance,2022-03-21,-3.8201,203.24,0.937,3.3603,7.57,False,2.6832
SBILIFE.NS,SBI Life Insurance,Insurance,2022-03-21,-2.902,1085.67,0.5493,2.575,27.1739,False,-1.7156
ULTRACEMCO.NS,UltraTech Cement,Cement,2022-03-21,-2.861,6053.41,0.6638,2.9568,8.6546,False,2.7248
TATACONSUM.NS,Tata Consumer Products,FMCG,2022-03-21,-3.1723,717.46,0.7512,2.8283,26.4213,False,-0.8759
BRITANNIA.NS,Britannia Industries,FMCG,2022-03-21,-3.5281,3048.84,0.8969,2.0776,3.9759,False,-4.4092
POWERGRID.NS,Power Grid Corp,Power,2022-03-21,-3.1435,128.59,1.0525,2.2443,47.038,False,3.6115
NESTLEIND.NS,Nestle India,FMCG,2022-03-22,-2.5016,833.31,1.8432,1.5219,9.0147,False,-2.9109
HINDUNILVR.NS,Hindustan Unilever,FMCG,2022-03-22,-2.813,1857.85,1.9619,2.2644,2.5489,False,-0.3235
KOTAKBANK.NS,Kotak Mahindra Bank,Banking,2022-03-24,-3.1417,341.57,4.2936,2.349,4.4681,False,2.316
TITAN.NS,Titan Company,Consumer,2022-03-24,-2.658,2584.58,1.0378,2.3936,87.0969,False,-3.1449
TITAN.NS,Titan Company,Consumer,2022-03-25,-3.6128,2491.21,1.5846,2.5225,80.3375,False,-0.1208
HEROMOTOCO.NS,Hero MotoCorp,Auto,2022-03-29,-7.0355,1926.46,2.9638,2.6232,0.5435,False,5.5007
COALINDIA.NS,Coal India,Energy,2022-03-29,-2.7451,137.39,0.4385,3.2649,67.2537,False,1.0215
ONGC.NS,Oil & Natural Gas Corp,Energy,2022-03-29,-3.0337,133.21,0.3684,3.799,85.6146,False,0.4971
JSWSTEEL.NS,JSW Steel,Metals,2022-03-30,-4.8216,685.89,0.8964,2.5213,65.6718,False,2.7664
HINDALCO.NS,Hindalco Industries,Metals,2022-03-30,-4.9897,582.85,0.7886,3.0268,92.3406,False,-3.0927
ONGC.NS,Oil & Natural Gas Corp,Energy,2022-03-30,-5.2632,126.19,2.2503,4.0038,75.8454,False,6.6667
DIVISLAB.NS,Divi's Laboratories,Pharma,2022-03-31,-3.0086,4287.66,1.462,1.6067,28.1113,False,1.0541
HINDALCO.NS,Hindalco Industries,Metals,2022-03-31,-5.0517,553.41,1.7654,3.0691,82.6241,False,0.9219
HDFCBANK.NS,HDFC Bank,Banking,2022-04-05,-2.9303,764.94,1.3222,2.7241,21.3957,False,-7.1351
HDFCBANK.NS,HDFC Bank,Banking,2022-04-06,-3.5691,737.64,1.1865,2.9075,17.063,False,-5.5389
ADANIPORTS.NS,Adani Ports,Infrastructure,2022-04-07,-3.8183,799.02,1.6977,1.8666,27.2417,False,3.0952
TITAN.NS,Titan Company,Consumer,2022-04-07,-3.2165,2426.51,1.8544,1.8132,75.6538,False,1.4278
ADANIENT.NS,Adani Enterprises,Conglomerate,2022-04-07,-2.8218,2095.31,1.8419,2.0873,95.4953,False,6.422
TRENT.NS,Trent Limited,Retail,2022-04-08,-2.9134,1264.48,0.9405,2.2179,80.66,False,-1.6698
HCLTECH.NS,HCL Technologies,IT,2022-04-11,-2.7331,946.36,1.6887,1.3282,28.9652,False,-3.8906
LT.NS,Larsen & Toubro,Capital Goods,2022-04-11,-2.6902,1693.14,1.0994,1.2387,37.4844,False,-5.0463
INFY.NS,Infosys,IT,2022-04-11,-2.648,1585.84,1.2441,1.6525,36.8458,False,-10.1243
GRASIM.NS,Grasim Industries,Cement,2022-04-12,-3.5519,1715.34,1.1269,1.99,38.1801,False,0.4984
HINDALCO.NS,Hindalco Industries,Metals,2022-04-12,-5.8992,527.03,1.4528,2.7858,62.4337,False,-0.3872
TATASTEEL.NS,Tata Steel,Metals,2022-04-12,-2.7727,116.2,0.9619,1.9526,58.5104,False,-1.371
SHRIRAMFIN.NS,Shriram Finance,Finance,2022-04-12,-3.4897,220.92,0.8824,1.8893,16.9269,False,-2.5447
COALINDIA.NS,Coal India,Energy,2022-04-12,-5.2953,137.39,1.1886,2.3618,67.2537,False,11.2366
TCS.NS,Tata Consultancy Services,IT,2022-04-18,-3.6565,3092.95,1.6425,1.2609,17.4746,True,0.5711
WIPRO.NS,Wipro,IT,2022-04-18,-3.6838,251.29,1.4758,1.3492,29.8408,True,-1.7174
HDFCBANK.NS,HDFC Bank,Banking,2022-04-18,-4.7442,663.73,1.6817,3.0579,5.3329,True,-2.1284
APOLLOHOSP.NS,Apollo Hospitals,Healthcare,2022-04-18,-4.0036,4498.46,0.614,1.5646,52.8903,True,2.6688
INFY.NS,Infosys,IT,2022-04-18,-7.2717,1455.54,3.9856,1.8783,25.6017,True,-3.719
ADANIPORTS.NS,Adani Ports,Infrastructure,2022-04-19,-2.7768,800.88,0.6225,2.0261,27.5375,True,11.0094
JSWSTEEL.NS,JSW Steel,Metals,2022-04-19,-2.7935,713.47,1.091,2.0095,31.0969,True,-3.3762
HCLTECH.NS,HCL Technologies,IT,2022-04-19,-2.8591,893.55,1.0982,1.3076,21.7688,True,2.2471
INFY.NS,Infosys,IT,2022-04-19,-3.6635,1402.22,2.2356,1.976,21.0003,True,1.2164
ADANIENT.NS,Adani Enterprises,Conglomerate,2022-04-19,-2.9344,2164.44,0.8302,1.8476,96.1129,True,10.469
HINDUNILVR.NS,Hindustan Unilever,FMCG,2022-04-19,-2.9665,1969.26,0.8889,1.5482,8.6988,True,1.6706
HDFCBANK.NS,HDFC Bank,Banking,2022-04-19,-3.816,638.4,2.4624,3.1107,1.3134,True,2.224
HDFCLIFE.NS,HDFC Life Insurance,Insurance,2022-04-19,-4.8059,540.05,0.5888,2.0442,8.5799,True,0.5762
NESTLEIND.NS,Nestle India,FMCG,2022-04-19,-3.302,858.15,1.1919,1.4804,10.703,True,3.1097
ITC.NS,ITC Limited,FMCG,2022-04-19,-3.1655,210.89,0.8839,1.6445,38.0641,True,-0.9941
CIPLA.NS,Cipla,Pharma,2022-04-19,-2.6804,968.8,0.7655,1.3855,16.2869,True,-2.1893
SHRIRAMFIN.NS,Shriram Finance,Finance,2022-04-19,-3.921,209.26,1.2599,2.0193,10.7583,True,3.4552
TATACONSUM.NS,Tata Consumer Products,FMCG,2022-04-19,-3.7638,759.25,1.1042,1.6693,26.531,True,3.8794
DIVISLAB.NS,Divi's Laboratories,Pharma,2022-04-19,-2.5083,4296.76,1.0799,1.6519,19.1218,True,2.4527
SBILIFE.NS,SBI Life Insurance,Insurance,2022-04-19,-4.1503,1116.37,0.7663,1.93,25.506,True,-2.6541
BAJFINANCE.NS,Bajaj Finance,Finance,2022-04-20,-3.1276,689.99,1.6032,1.3302,57.2431,False,-4.5275
CIPLA.NS,Cipla,Pharma,2022-04-22,-3.1596,936.55,1.0657,1.5154,12.4157,True,1.4685
HDFCLIFE.NS,HDFC Life Insurance,Insurance,2022-04-22,-2.96,547.31,0.544,2.2056,10.0397,True,5.1169
HINDALCO.NS,Hindalco Industries,Metals,2022-04-22,-4.8311,499.62,2.1713,2.4934,48.6169,True,-6.1266
AXISBANK.NS,Axis Bank,Banking,2022-04-22,-2.6441,777.35,0.6933,1.2871,20.4351,True,-6.6615
INDUSINDBK.NS,IndusInd Bank,Banking,2022-04-22,-2.9719,931.5,0.6879,1.4211,15.9354,True,1.9482
SBIN.NS,State Bank of India,Banking,2022-04-22,-3.0409,457.92,1.1227,1.2348,53.3298,True,-0.859
SHRIRAMFIN.NS,Shriram Finance,Finance,2022-04-22,-3.7233,207.28,0.8169,2.1323,9.7087,True,8.4883
DRREDDY.NS,Dr. Reddy's Laboratories,Pharma,2022-04-22,-2.9523,816.34,0.7809,1.791,12.7432,True,-1.4501
HINDUNILVR.NS,Hindustan Unilever,FMCG,2022-04-22,-3.2303,1982.21,1.9035,1.5767,9.4138,True,5.073
GRASIM.NS,Grasim Industries,Cement,2022-04-22,-2.6867,1677.58,0.7865,1.9682,35.1378,True,-1.4299
NTPC.NS,NTPC Limited,Power,2022-04-25,-2.7111,137.64,0.5145,2.2426,66.8954,True,0.8969
ONGC.NS,Oil & Natural Gas Corp,Energy,2022-04-25,-2.5,132.15,0.6016,2.0209,76.3265,True,-7.8397
APOLLOHOSP.NS,Apollo Hospitals,Healthcare,2022-04-25,-2.8596,4618.51,0.4503,2.1232,48.9646,True,-7.9405
TRENT.NS,Trent Limited,Retail,2022-04-25,-3.8201,1232.41,0.5415,1.767,68.2246,True,-1.394
SBILIFE.NS,SBI Life Insurance,Insurance,2022-04-25,-4.0448,1083.17,0.8521,2.0633,21.6175,True,-0.9347
TATACONSUM.NS,Tata Consumer Products,FMCG,2022-04-25,-2.8016,760.59,0.5515,1.6875,26.7548,True,3.9924
HDFCLIFE.NS,HDFC Life Insurance,Insurance,2022-04-25,-2.5359,533.43,0.6489,2.2862,7.2493,True,7.3796
BPCL.NS,Bharat Petroleum,Energy,2022-04-25,-6.0244,152.99,2.0158,2.1875,11.0044,True,-0.8791
COALINDIA.NS,Coal India,Energy,2022-04-25,-6.7771,139.2,1.2349,2.8665,69.4568,True,-0.4245
TATASTEEL.NS,Tata Steel,Metals,2022-04-25,-4.4773,107.41,1.184,1.617,39.5592,True,6.1335
SUNPHARMA.NS,Sun Pharmaceutical,Pharma,2022-04-25,-2.6817,865.65,0.6245,1.2298,43.2947,True,2.6
HINDALCO.NS,Hindalco Industries,Metals,2022-04-25,-3.6274,481.5,0.984,2.4623,43.226,True,-2.2402
BAJAJFINSV.NS,Bajaj Finserv,Finance,2022-04-27,-3.9389,1479.67,1.3161,1.7141,49.5464,False,-4.6346
ADANIENT.NS,Adani Enterprises,Conglomerate,2022-04-27,-2.555,2329.94,1.1586,2.2719,101.7625,False,-3.3718
TATACONSUM.NS,Tata Consumer Products,FMCG,2022-04-27,-2.8526,766.2,0.5795,1.9637,27.6902,False,-2.7861
BAJFINANCE.NS,Bajaj Finance,Finance,2022-04-27,-7.2709,658.75,3.6337,2.2802,44.0711,False,-6.0269
TRENT.NS,Trent Limited,Retail,2022-04-27,-4.2857,1220.01,0.9643,2.1211,64.0266,False,-1.0327
COALINDIA.NS,Coal India,Energy,2022-04-29,-3.8896,135.06,0.9712,2.9165,60.5525,False,0.1094
ONGC.NS,Oil & Natural Gas Corp,Energy,2022-04-29,-2.6396,124.99,0.9306,1.6484,65.4717,False,2.68
AXISBANK.NS,Axis Bank,Banking,2022-04-29,-6.5658,725.57,3.221,1.9809,11.9029,False,-8.9075
POWERGRID.NS,Power Grid Corp,Power,2022-04-29,-3.3319,142.93,0.6341,1.941,53.2278,False,7.64
ADANIPORTS.NS,Adani Ports,Infrastructure,2022-04-29,-3.4607,837.15,1.1833,2.6352,33.3127,False,-7.4498
BEL.NS,Bharat Electronics,Defence,2022-04-29,-3.284,76.02,0.5635,2.2105,89.1271,False,-5.4705
BAJAJ-AUTO.NS,Bajaj Auto,Auto,2022-04-29,-2.7345,3374.21,1.403,1.8521,20.1066,False,-4.3115
WIPRO.NS,Wipro,IT,2022-04-29,-2.6313,237.38,1.8724,1.4422,6.6233,False,-5.0413
ONGC.NS,Oil & Natural Gas Corp,Energy,2022-05-02,-2.5553,121.79,1.4058,1.7141,60.1571,False,-1.2152
TITAN.NS,Titan Company,Consumer,2022-05-02,-2.9147,2355.64,1.0979,1.8421,70.5236,False,-10.4418
EICHERMOT.NS,Eicher Motors,Auto,2022-05-02,-2.9597,2448.71,0.7661,1.8338,13.1402,False,-5.3653
WIPRO.NS,Wipro,IT,2022-05-02,-2.7123,230.94,3.0505,1.499,3.7314,False,-3.5051
APOLLOHOSP.NS,Apollo Hospitals,Healthcare,2022-05-02,-3.3585,4251.78,0.876,2.2763,37.1361,False,-14.3527
BAJAJ-AUTO.NS,Bajaj Auto,Auto,2022-05-02,-2.8448,3278.22,0.903,1.9614,16.6898,False,-0.839
DRREDDY.NS,Dr. Reddy's Laboratories,Pharma,2022-05-04,-3.19,777.32,0.9794,1.5813,7.3544,True,-2.7127
SHRIRAMFIN.NS,Shriram Finance,Finance,2022-05-04,-6.6125,214.93,1.2344,3.0474,13.7584,True,-2.5154
BEL.NS,Bharat Electronics,Defence,2022-05-04,-2.9183,73.68,0.433,2.3255,81.8177,True,-5.2768
RELIANCE.NS,Reliance Industries,Energy,2022-05-04,-3.1218,1225.64,1.2185,1.8997,41.2874,True,-9.0713
EICHERMOT.NS,Eicher Motors,Auto,2022-05-04,-2.715,2382.23,0.8081,1.9351,10.0685,True,-3.7874
ADANIPORTS.NS,Adani Ports,Infrastructure,2022-05-04,-5.1077,794.53,0.8109,2.9104,26.5256,True,-6.5084
TATASTEEL.NS,Tata Steel,Metals,2022-05-04,-2.6135,111.02,2.0877,1.8215,25.0378,True,-7.5832
DIVISLAB.NS,Divi's Laboratories,Pharma,2022-05-04,-3.6699,4231.26,1.0048,1.6446,11.5348,True,-1.159
TATACONSUM.NS,Tata Consumer Products,FMCG,2022-05-04,-2.5594,770.71,1.1016,1.9654,28.4417,True,-7.3696
GRASIM.NS,Grasim Industries,Cement,2022-05-04,-3.4116,1585.14,0.6205,2.1116,20.8282,True,-5.3568
HEROMOTOCO.NS,Hero MotoCorp,Auto,2022-05-04,-3.1279,2099.75,1.5741,1.9533,9.5875,True,2.5233
APOLLOHOSP.NS,Apollo Hospitals,Healthcare,2022-05-04,-6.7704,3963.92,2.4918,2.7074,27.8514,True,-8.3136
HINDALCO.NS,Hindalco Industries,Metals,2022-05-04,-4.6965,448.61,0.8754,2.1853,28.2151,True,-8.4696
JSWSTEEL.NS,JSW Steel,Metals,2022-05-04,-2.7871,680.15,0.627,1.5553,24.9758,True,-8.7977
HDFCBANK.NS,HDFC Bank,Banking,2022-05-04,-3.3982,644.96,0.818,3.1132,2.3551,True,-0.5457
INDUSINDBK.NS,IndusInd Bank,Banking,2022-05-04,-3.9092,949.41,1.5623,1.9604,17.2459,True,-5.6169
BHARTIARTL.NS,Bharti Airtel,Telecom,2022-05-04,-2.5561,706.04,1.1515,1.2922,41.5858,True,0.0623
BAJAJ-AUTO.NS,Bajaj Auto,Auto,2022-05-04,-3.4925,3163.73,1.3499,2.0215,12.6143,True,3.3158
BAJAJFINSV.NS,Bajaj Finserv,Finance,2022-05-04,-4.2454,1429.38,1.2411,1.6404,30.5739,True,-6.9307
MARUTI.NS,Maruti Suzuki,Auto,2022-05-04,-3.1023,7135.63,0.9588,1.6174,15.3264,True,-0.0196
TITAN.NS,Titan Company,Consumer,2022-05-04,-4.0477,2260.29,1.9168,2.0251,63.6213,True,-7.653
LT.NS,Larsen & Toubro,Capital Goods,2022-05-04,-2.7092,1552.91,0.8066,1.6794,23.538,True,-3.8649
AXISBANK.NS,Axis Bank,Banking,2022-05-04,-2.7703,704.26,1.3564,1.9691,8.6162,True,-4.9279
ASIANPAINT.NS,Asian Paints,Consumer,2022-05-04,-3.0984,2986.26,1.14,1.6487,23.0043,True,-1.5222
ADANIENT.NS,Adani Enterprises,Conglomerate,2022-05-04,-3.6632,2249.79,0.8397,2.4631,94.6363,True,-5.9677
HINDUNILVR.NS,Hindustan Unilever,FMCG,2022-05-04,-2.6429,2023.78,0.7899,1.9698,11.7081,True,-0.3707
BAJFINANCE.NS,Bajaj Finance,Finance,2022-05-04,-4.3223,622.02,1.3651,2.2298,19.129,True,-8.4033
SUNPHARMA.NS,Sun Pharmaceutical,Pharma,2022-05-05,-2.5252,844.64,1.9381,1.484,37.5511,False,-3.2056
TATACONSUM.NS,Tata Consumer Products,FMCG,2022-05-05,-3.3549,744.85,2.7825,2.1121,24.1326,False,-4.9333
ULTRACEMCO.NS,UltraTech Cement,Cement,2022-05-05,-2.5491,6214.2,1.0062,1.4765,11.5407,False,-2.6787
INDUSINDBK.NS,IndusInd Bank,Banking,2022-05-05,-4.242,909.13,1.611,2.1308,12.2723,False,-7.1413
NESTLEIND.NS,Nestle India,FMCG,2022-05-05,-2.6758,845.82,0.9658,1.377,9.1125,False,-7.8605
BRITANNIA.NS,Britannia Industries,FMCG,2022-05-05,-3.2034,3086.0,1.5226,1.6622,5.8976,False,-1.8355
BAJFINANCE.NS,Bajaj Finance,Finance,2022-05-06,-4.8998,588.72,2.3052,2.3684,12.7505,True,-8.0754
EICHERMOT.NS,Eicher Motors,Auto,2022-05-06,-2.9217,2266.39,0.6944,2.0276,4.7162,True,2.9715
DIVISLAB.NS,Divi's Laboratories,Pharma,2022-05-06,-4.5799,4057.59,1.7079,1.8152,5.8222,True,2.7665
BEL.NS,Bharat Electronics,Defence,2022-05-06,-2.8736,72.7,0.468,2.4187,78.8682,True,-4.1201
GRASIM.NS,Grasim Industries,Cement,2022-05-06,-2.5702,1529.79,0.5666,2.1427,15.2184,True,-5.7805
INFY.NS,Infosys,IT,2022-05-06,-2.6685,1385.03,0.6962,2.3614,19.5168,True,-2.4922
NESTLEIND.NS,Nestle India,FMCG,2022-05-06,-3.4555,816.59,1.3222,1.5452,4.0817,True,-3.4862
AXISBANK.NS,Axis Bank,Banking,2022-05-06,-4.1219,670.6,1.3821,2.0863,3.425,True,-5.5613
WIPRO.NS,Wipro,IT,2022-05-06,-3.2026,226.33,1.2148,1.5602,1.6568,True,-3.3911
APOLLOHOSP.NS,Apollo Hospitals,Healthcare,2022-05-06,-3.083,3780.26,1.2054,2.7313,21.9276,True,-7.304
HDFCBANK.NS,HDFC Bank,Banking,2022-05-06,-2.6128,626.7,0.8531,1.8884,0.0,True,-0.8527
HINDALCO.NS,Hindalco Industries,Metals,2022-05-06,-3.867,431.21,0.7512,2.0599,23.2436,True,-12.5634
TRENT.NS,Trent Limited,Retail,2022-05-06,-5.411,1142.08,1.1849,2.232,53.549,True,-10.0065
BAJAJFINSV.NS,Bajaj Finserv,Finance,2022-05-06,-3.5274,1361.32,1.396,1.6961,24.3568,True,-7.5672
INDUSINDBK.NS,IndusInd Bank,Banking,2022-05-09,-2.8075,863.42,1.1158,2.2371,6.6275,False,-0.4271
TRENT.NS,Trent Limited,Retail,2022-05-09,-3.741,1099.35,1.2354,2.3081,47.8047,False,-5.8613
NESTLEIND.NS,Nestle India,FMCG,2022-05-09,-2.8896,792.99,1.6111,1.6179,0.8307,False,-1.7298
RELIANCE.NS,Reliance Industries,Energy,2022-05-09,-3.9055,1145.86,1.0715,2.123,32.09,False,-3.6175
HEROMOTOCO.NS,Hero MotoCorp,Auto,2022-05-09,-2.7542,2172.3,1.0916,2.1791,13.3738,False,0.1264
COALINDIA.NS,Coal India,Energy,2022-05-10,-7.1019,125.61,0.9181,3.2775,42.9775,False,8.5269
JSWSTEEL.NS,JSW Steel,Metals,2022-05-10,-4.8721,616.83,0.901,1.9284,13.3398,False,-0.5346
ADANIPORTS.NS,Adani Ports,Infrastructure,2022-05-10,-2.9649,751.81,0.6512,2.6107,19.723,False,-3.166
HINDALCO.NS,Hindalco Industries,Metals,2022-05-10,-4.7512,411.05,0.8392,2.2195,16.0246,False,1.2766
ADANIENT.NS,Adani Enterprises,Conglomerate,2022-05-10,-4.0111,2105.74,0.836,2.5017,72.9715,False,3.5719
SUNPHARMA.NS,Sun Pharmaceutical,Pharma,2022-05-10,-2.6598,828.96,2.7695,1.5831,31.0077,False,3.4693
ONGC.NS,Oil & Natural Gas Corp,Energy,2022-05-10,-6.2519,120.31,1.3732,2.2451,49.1661,False,5.6329
TRENT.NS,Trent Limited,Retail,2022-05-10,-3.9589,1055.83,0.9643,2.4049,41.9533,False,1.4573
TATASTEEL.NS,Tata Steel,Metals,2022-05-10,-6.9754,102.53,2.116,2.3183,11.2899,False,2.0431
SHRIRAMFIN.NS,Shriram Finance,Finance,2022-05-11,-3.4774,209.52,1.1457,3.1432,10.8969,False,-1.9911
BAJAJFINSV.NS,Bajaj Finserv,Finance,2022-05-12,-3.5942,1282.5,1.1912,1.7904,17.1564,True,-3.3994
ICICIBANK.NS,ICICI Bank,Banking,2022-05-12,-2.5763,674.94,1.0028,1.2187,17.3329,True,-0.7904
TITAN.NS,Titan Company,Consumer,2022-05-12,-3.1281,2022.01,1.1323,1.9261,43.0736,True,3.0949
ADANIENT.NS,Adani Enterprises,Conglomerate,2022-05-12,-3.4964,2041.56,0.8975,2.4902,67.6991,True,3.4007
HDFCLIFE.NS,HDFC Life Insurance,Insurance,2022-05-12,-2.8924,540.59,0.6907,2.2039,8.6892,True,-3.3897
NTPC.NS,NTPC Limited,Power,2022-05-12,-2.6221,130.99,0.5075,2.0471,49.6008,True,-0.3703
TRENT.NS,Trent Limited,Retail,2022-05-12,-3.3512,1006.73,1.96,2.3827,35.3521,True,2.5523
INDUSINDBK.NS,IndusInd Bank,Banking,2022-05-12,-5.7887,844.21,1.5031,2.6226,4.2546,True,-0.4196
AXISBANK.NS,Axis Bank,Banking,2022-05-12,-3.3762,646.95,0.9532,2.1179,0.0,True,0.0847
JSWSTEEL.NS,JSW Steel,Metals,2022-05-12,-3.7214,597.23,0.9423,1.6838,9.7392,True,-3.9373
TATASTEEL.NS,Tata Steel,Metals,2022-05-12,-4.1177,98.37,1.273,2.3841,5.5965,True,0.3981
GRASIM.NS,Grasim Industries,Cement,2022-05-12,-3.224,1451.86,0.933,1.5436,9.3493,True,-1.8878
APOLLOHOSP.NS,Apollo Hospitals,Healthcare,2022-05-12,-2.685,3536.79,0.9581,2.6368,14.0749,True,1.4229
KOTAKBANK.NS,Kotak Mahindra Bank,Banking,2022-05-12,-2.71,350.89,1.5704,1.4522,7.3173,True,1.2777
HEROMOTOCO.NS,Hero MotoCorp,Auto,2022-05-12,-2.7972,2092.52,1.0451,2.2812,9.21,True,4.7601
SHRIRAMFIN.NS,Shriram Finance,Finance,2022-05-12,-4.933,199.19,1.1781,3.2776,5.4263,True,1.2914
LT.NS,Larsen & Toubro,Capital Goods,2022-05-12,-2.8425,1450.45,1.5448,1.5586,14.9493,True,1.4284
ADANIPORTS.NS,Adani Ports,Infrastructure,2022-05-12,-6.1324,697.26,1.2299,2.759,11.0368,True,2.7338
BAJFINANCE.NS,Bajaj Finance,Finance,2022-05-12,-3.6783,548.79,1.6042,2.4199,5.1045,True,2.031
SBIN.NS,State Bank of India,Banking,2022-05-12,-2.9168,423.21,1.31,1.5577,30.3339,True,-3.2746
HINDALCO.NS,Hindalco Industries,Metals,2022-05-12,-3.9522,394.38,1.8851,2.2114,11.1843,True,2.7473
SBIN.NS,State Bank of India,Banking,2022-05-13,-3.8906,406.74,3.6526,1.7294,24.4986,False,3.9919
HINDALCO.NS,Hindalco Industries,Metals,2022-05-13,-4.3982,377.04,1.3437,2.0837,6.2942,False,10.5928
JSWSTEEL.NS,JSW Steel,Metals,2022-05-13,-3.8972,573.96,1.3177,1.8018,5.4624,False,5.1045
ICICIBANK.NS,ICICI Bank,Banking,2022-05-13,-2.6516,657.04,0.9398,1.2908,14.2217,False,4.7538
NTPC.NS,NTPC Limited,Power,2022-05-13,-2.962,127.11,0.96,2.1429,41.5977,False,3.7808
ULTRACEMCO.NS,UltraTech Cement,Cement,2022-05-16,-2.9654,5878.93,1.899,1.7625,5.5229,False,-1.6049
BPCL.NS,Bharat Petroleum,Energy,2022-05-18,-3.0807,137.35,1.815,2.0742,0.0,False,-1.7324
POWERGRID.NS,Power Grid Corp,Power,2022-05-18,-4.5045,143.03,1.0831,2.1723,47.3866,False,-1.3383
ULTRACEMCO.NS,UltraTech Cement,Cement,2022-05-19,-2.5851,5937.4,0.6848,1.7549,6.5724,True,-3.2663
HINDALCO.NS,Hindalco Industries,Metals,2022-05-19,-4.3797,405.22,0.6758,3.3748,14.2388,True,-2.1942
ADANIENT.NS,Adani Enterprises,Conglomerate,2022-05-19,-3.042,2110.98,0.5958,2.684,64.9668,True,-3.2321
